DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
231316620,09/01/2023 12:00:00 AM,08/31/2023 12:00:00 AM,605,13,Newton,1331,2,354,THEFT OF IDENTITY,0100,38,F,B,750,CYBERSPACE,,,IC,Invest Cont,354.0,,,,2600 S  GRAND                        AV,,34.0265,-118.2723
230712937,08/06/2023 12:00:00 AM,08/05/2023 12:00:00 AM,1200,7,Wilshire,782,1,330,BURGLARY FROM VEHICLE,0358 1822 0344 1609 1307,39,M,H,101,STREET,,,IC,Invest Cont,330.0,,,,2200 S  GENESEE                      AV,,34.0385,-118.3681
231512581,07/24/2023 12:00:00 AM,07/24/2023 12:00:00 AM,825,15,N Hollywood,1548,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1813 0306 0446 2000 0416,37,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,11100    CHANDLER                     BL,,34.1681,-118.3725
230411836,08/28/2023 12:00:00 AM,08/28/2023 12:00:00 AM,37,4,Hollenbeck,443,1,330,BURGLARY FROM VEHICLE,1302 1307 0344 1300,24,F,C,108,PARKING LOT,,,IC,Invest Cont,330.0,,,,1600    SAN PABLO                    ST,,34.064,-118.2026
231300898,07/10/2023 12:00:00 AM,07/07/2023 12:00:00 AM,1730,13,Newton,1309,1,320,"BURGLARY, ATTEMPTED",0329 1607 1822,34,M,A,203,OTHER BUSINESS,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,320.0,998.0,,,1600    MATEO                        ST,,34.025,-118.2323
230507890,04/18/2023 12:00:00 AM,04/17/2023 12:00:00 AM,1300,5,Harbor,563,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510.0,,,,GRAND                        AV,13TH                         ST,33.7324,-118.2902
230109735,04/02/2023 12:00:00 AM,03/18/2023 12:00:00 AM,2255,1,Central,165,1,330,BURGLARY FROM VEHICLE,1609 0344 1300,35,M,B,304,GARMENT MANUFACTURER,,,IC,Invest Cont,330.0,,,,600 S  LOS ANGELES                  ST,,34.0446,-118.249
230315915,08/30/2023 12:00:00 AM,08/29/2023 12:00:00 AM,1400,3,Southwest,358,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 1251 0344,18,F,H,722,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,,,IC,Invest Cont,440.0,,,,3000    MCCLINTOCK                   AV,,34.0208,-118.2898
231608070,05/08/2023 12:00:00 AM,05/06/2023 12:00:00 AM,1430,16,Foothill,1611,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1602 0329,0,M,W,108,PARKING LOT,,,IC,Invest Cont,331.0,,,,13600    VAUGHN                       ST,,34.2771,-118.4287
232012822,07/14/2023 12:00:00 AM,07/14/2023 12:00:00 AM,745,20,Olympic,2016,1,761,BRANDISH WEAPON,0334 0400 0444 0329 0554 0913 0555,30,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350.0,761.0,,,100 S  KENMORE                      AV,,34.0709,-118.2985
231904929,01/25/2023 12:00:00 AM,01/24/2023 12:00:00 AM,230,19,Mission,1977,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,AA,Adult Arrest,510.0,,,,13600    CORRENTI                     ST,,34.2369,-118.4287
231305589,02/01/2023 12:00:00 AM,02/01/2023 12:00:00 AM,1840,13,Newton,1385,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420.0,,,,900 E  SLAUSON                      AV,,33.9893,-118.2594
231111979,08/08/2023 12:00:00 AM,08/08/2023 12:00:00 AM,350,11,Northeast,1177,1,310,BURGLARY,1609 1602,0,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310.0,,,,3200 N  FIGUEROA                     ST,,34.0884,-118.2258
231808444,04/02/2023 12:00:00 AM,04/01/2023 12:00:00 AM,1130,18,Southeast,1844,2,354,THEFT OF IDENTITY,0100 1822 0314,23,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,300 E  109TH                        ST,,33.9374,-118.2695
231906295,02/23/2023 12:00:00 AM,01/18/2023 12:00:00 AM,1730,19,Mission,1913,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0385,75,M,H,101,STREET,,,IC,Invest Cont,331.0,,,,DE GARMO,LA VALLE,34.3115,-118.4573
231216029,07/19/2023 12:00:00 AM,07/19/2023 12:00:00 AM,1700,12,77th Street,1232,2,900,VIOLATION OF COURT ORDER,2038 0913,26,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,900.0,,,,5900    CRENSHAW                     BL,,33.9872,-118.3307
232007926,04/09/2023 12:00:00 AM,04/08/2023 12:00:00 AM,2315,20,Olympic,2038,1,210,ROBBERY,0337 0344 0352 0371 0416 0421 0429 1221 0906 1822,0,M,H,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,7TH,VERMONT,34.0597,-118.2916
231711244,06/13/2023 12:00:00 AM,06/12/2023 12:00:00 AM,630,17,Devonshire,1772,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 1813 0913 2000 1501 1300,35,F,H,101,STREET,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,19800    LABRADOR                     ST,,34.2491,-118.5634
232012204,06/22/2023 12:00:00 AM,04/22/2023 12:00:00 AM,840,20,Olympic,2016,2,354,THEFT OF IDENTITY,0100 1822,37,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,100 S  MARIPOSA                     AV,,34.0728,-118.2994
232107637,04/08/2023 12:00:00 AM,04/08/2023 12:00:00 AM,140,21,Topanga,2136,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0400 1822,47,F,H,102,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230.0,,,,7200    TOPANGA CANYON               BL,,34.201,-118.606
231315388,08/10/2023 12:00:00 AM,08/10/2023 12:00:00 AM,1300,13,Newton,1323,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510.0,,,,GRIFFITH                     AV,23RD                         ST,34.022,-118.2562
232109206,05/16/2023 12:00:00 AM,05/16/2023 12:00:00 AM,800,21,Topanga,2143,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,M,O,404,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,6600    FALLBROOK                    AV,,34.1883,-118.6274
231415160,08/01/2023 12:00:00 AM,07/31/2023 12:00:00 AM,1830,14,Pacific,1436,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0321 1609 0344 1300,29,F,W,707,GARAGE/CARPORT,,,IC,Invest Cont,420.0,,,,3500    SAWTELLE                     BL,,34.0167,-118.4239
230613038,07/26/2023 12:00:00 AM,07/26/2023 12:00:00 AM,1100,6,Hollywood,666,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0400 0416 0431 0325,45,F,H,210,RESTAURANT/FAST FOOD,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,230.0,,,,1200    VINE                         ST,,34.0926,-118.3266
231808213,03/27/2023 12:00:00 AM,03/27/2023 12:00:00 AM,2330,18,Southeast,1801,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000 1814,41,F,B,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,500 W  91ST                         ST,,33.9542,-118.2827
232106976,03/19/2023 12:00:00 AM,03/19/2023 12:00:00 AM,1256,21,Topanga,2156,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325,0,M,W,406,OTHER STORE,,,IC,Invest Cont,343.0,,,,21600    VICTORY                      BL,,34.1878,-118.6012
230814161,09/05/2023 12:00:00 AM,09/02/2023 12:00:00 AM,1200,8,West LA,857,1,310,BURGLARY,0344 1822,22,M,O,503,HOTEL,,,IC,Invest Cont,310.0,,,,1100 S  BEVERLY                      DR,,34.0571,-118.3967
230707646,03/26/2023 12:00:00 AM,03/26/2023 12:00:00 AM,1730,7,Wilshire,724,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2024,22,X,X,415,THE GROVE,,,IC,Invest Cont,442.0,,,,100    THE GROVE                    DR,,34.0736,-118.3563
230905007,01/29/2023 12:00:00 AM,01/28/2023 12:00:00 AM,1630,9,Van Nuys,929,2,624,BATTERY - SIMPLE ASSAULT,0444 0361,46,M,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,6400    WOODMAN                      AV,,34.1867,-118.4313
231914240,09/17/2023 12:00:00 AM,09/16/2023 12:00:00 AM,1855,19,Mission,1958,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 0344 1822 1202,50,M,H,101,STREET,,,IC,Invest Cont,440.0,,,,9700    WOODMAN                      AV,,34.2463,-118.4477
231004788,01/20/2023 12:00:00 AM,01/20/2023 12:00:00 AM,2110,10,West Valley,1077,1,310,BURGLARY,1822 1609 0321 1414,30,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,4700    WHITE OAK                    AV,,34.1556,-118.5154
231412288,06/13/2023 12:00:00 AM,06/13/2023 12:00:00 AM,1740,14,Pacific,1445,2,903,CONTEMPT OF COURT,1501,44,M,W,104,DRIVEWAY,,,IC,Invest Cont,903.0,,,,3800    LYCEUM                       AV,,33.9994,-118.442
231511491,06/26/2023 12:00:00 AM,06/26/2023 12:00:00 AM,150,15,N Hollywood,1565,1,210,ROBBERY,0344 1822 0302,20,F,B,101,STREET,102.0,HAND GUN,IC,Invest Cont,210.0,,,,11200    VALLEY SPRING                LN,,34.1472,-118.3747
232110901,06/25/2023 12:00:00 AM,06/25/2023 12:00:00 AM,815,21,Topanga,2187,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1912,50,M,W,210,RESTAURANT/FAST FOOD,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,21000    VENTURA                      BL,,34.1667,-118.5908
230507191,03/28/2023 12:00:00 AM,03/28/2023 12:00:00 AM,1440,5,Harbor,541,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1309 0329 0216,0,X,X,301,GAS STATION,,,JA,Juv Arrest,740.0,,,,1100 N  GAFFEY                       ST,,33.7547,-118.3011
231105661,02/13/2023 12:00:00 AM,02/12/2023 12:00:00 AM,2320,11,Northeast,1143,1,330,BURGLARY FROM VEHICLE,1300 0344 1822 1307 0329 1609,41,M,O,101,STREET,,,IC,Invest Cont,330.0,,,,3100    ROWENA                       AV,,34.1092,-118.2713
231316669,09/03/2023 12:00:00 AM,09/02/2023 12:00:00 AM,1650,13,Newton,1367,2,354,THEFT OF IDENTITY,0922,43,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,4500    LONG BEACH                   AV,,34.0028,-118.2431
230408601,05/21/2023 12:00:00 AM,05/05/2023 12:00:00 AM,1725,4,Hollenbeck,404,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 0344,44,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,420.0,,,,6200    MONTEREY                     RD,,34.1078,-118.1827
231710979,06/06/2023 12:00:00 AM,04/27/2023 12:00:00 AM,1600,17,Devonshire,1762,1,310,BURGLARY,0344 1610,48,F,F,221,PUBLIC STORAGE,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,,,,9800    DE SOTO                      AV,,34.2484,-118.5886
231810742,05/21/2023 12:00:00 AM,05/21/2023 12:00:00 AM,800,18,Southeast,1863,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,44,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,300 E  116TH                        ST,,33.9292,-118.2696
231512561,07/23/2023 12:00:00 AM,07/23/2023 12:00:00 AM,130,15,N Hollywood,1539,2,624,BATTERY - SIMPLE ASSAULT,0416 0400 0446 0429 0342,45,M,H,207,BAR/COCKTAIL/NIGHTCLUB,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,10900    BURBANK                      BL,,34.1758,-118.3643
230610557,05/31/2023 12:00:00 AM,05/31/2023 12:00:00 AM,1700,6,Hollywood,628,2,946,OTHER MISCELLANEOUS CRIME,2004 1501,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,946.0,,,,1900    VINE                         ST,,34.1056,-118.3252
230117559,08/08/2023 12:00:00 AM,08/06/2023 12:00:00 AM,2220,1,Central,164,1,330,BURGLARY FROM VEHICLE,1307 0344 0329 1609,29,F,H,101,STREET,,,IC,Invest Cont,330.0,,,,600 S  SPRING                       ST,,34.046,-118.251
232009863,03/11/2023 12:00:00 AM,01/12/2023 12:00:00 AM,2200,20,Olympic,2071,1,480,BIKE - STOLEN,1822 0344,39,F,W,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,480.0,,,,1400 S  WILTON                       PL,,34.0462,-118.3145
230309956,04/26/2023 12:00:00 AM,04/18/2023 12:00:00 AM,1000,3,Southwest,338,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1300 1602 1822,68,M,A,101,STREET,,,IC,Invest Cont,331.0,,,,3100 S  VERMONT                      AV,,34.0258,-118.2915
230510762,07/06/2023 12:00:00 AM,07/05/2023 12:00:00 AM,1900,5,Harbor,589,1,310,BURGLARY,0334,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310.0,,,,2800    VIA CABRILLO MARINA,,33.7175,-118.2826
231815619,08/28/2023 12:00:00 AM,08/28/2023 12:00:00 AM,630,18,Southeast,1802,2,624,BATTERY - SIMPLE ASSAULT,0913 0444 0429,56,M,B,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,100 W  90TH                         ST,,33.9546,-118.2739
231409878,05/06/2023 12:00:00 AM,05/05/2023 12:00:00 AM,200,14,Pacific,1432,1,352,PICKPOCKET,0344,26,F,W,733,BAR/SPORTS BAR (OPEN DAY & NIGHT),,,IC,Invest Cont,352.0,,,,1500    ABBOT KINNEY                 BL,,33.9934,-118.46
230315829,08/28/2023 12:00:00 AM,08/25/2023 12:00:00 AM,1745,3,Southwest,317,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0913 0603 0344,51,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,1400 W  25TH                         ST,,34.0337,-118.2915
230712061,07/16/2023 12:00:00 AM,07/04/2023 12:00:00 AM,2300,7,Wilshire,735,1,330,BURGLARY FROM VEHICLE,0358 0344 1822 0216,32,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,330.0,,,,600 S  CLOVERDALE                   AV,,34.0649,-118.3462
231507890,04/04/2023 12:00:00 AM,04/04/2023 12:00:00 AM,2030,15,N Hollywood,1519,2,624,BATTERY - SIMPLE ASSAULT,0400 0416,46,M,O,203,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,6700    VINELAND                     AV,,34.1921,-118.3703
230711686,07/06/2023 12:00:00 AM,07/03/2023 12:00:00 AM,800,7,Wilshire,775,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,0,X,X,704,ELEMENTARY SCHOOL,,,IC,Invest Cont,740.0,,,,1700    VINEYARD                     AV,,34.0427,-118.3423
230506877,03/20/2023 12:00:00 AM,03/15/2023 12:00:00 AM,859,5,Harbor,505,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300,70,F,B,727,SHOPPING MALL (COMMON AREA),,,IC,Invest Cont,745.0,,,,S  NORMANDIE                    AV,W  190TH                        ST,33.8583,-118.2992
230209481,04/12/2023 12:00:00 AM,04/08/2023 12:00:00 AM,1300,2,Rampart,216,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0394 0344,25,M,H,101,STREET,,,IC,Invest Cont,440.0,,,,WATERLOO                     ST,MARATHON                     ST,34.0771,-118.2674
231404194,01/04/2023 12:00:00 AM,01/04/2023 12:00:00 AM,300,14,Pacific,1488,1,310,BURGLARY,1822 0344,51,M,H,212,TRANSPORTATION FACILITY (AIRPORT),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310.0,,,,9600    AIRPORT                      BL,,33.949,-118.3859
230308352,03/26/2023 12:00:00 AM,03/24/2023 12:00:00 AM,2110,3,Southwest,318,2,624,BATTERY - SIMPLE ASSAULT,0400 0913 0431,38,F,H,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,2200 S  HOOVER                       ST,,34.0348,-118.2876
230709844,05/20/2023 12:00:00 AM,05/19/2023 12:00:00 AM,2330,7,Wilshire,734,1,480,BIKE - STOLEN,0344 1822 0397,70,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,480.0,,,,500 S  ORANGE GROVE                 AV,,34.0663,-118.3597
232009807,04/13/2023 12:00:00 AM,04/13/2023 12:00:00 AM,1130,20,Olympic,2054,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0377 0344 1822,47,F,K,108,PARKING LOT,,,IC,Invest Cont,420.0,,,,3000 W  OLYMPIC                      BL,,34.0526,-118.3004
230207951,03/23/2023 12:00:00 AM,03/23/2023 12:00:00 AM,1930,2,Rampart,233,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1813 0416 0400,48,F,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,100 S  RAMPART                      BL,,34.0695,-118.2768
232105400,02/08/2023 12:00:00 AM,02/08/2023 12:00:00 AM,120,21,Topanga,2104,1,310,BURGLARY,0344 1607 0321 1420,35,M,X,203,OTHER BUSINESS,,,IC,Invest Cont,310.0,,,,8700    REMMET                       AV,,34.2282,-118.6003
231404405,01/12/2023 12:00:00 AM,01/12/2023 12:00:00 AM,2235,14,Pacific,1414,1,220,ATTEMPTED ROBBERY,2004 1822 0448,19,F,W,102,SIDEWALK,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AO,Adult Other,220.0,761.0,,,600    SANTA CLARA                  AV,,33.9924,-118.4665
230411938,08/30/2023 12:00:00 AM,08/30/2023 12:00:00 AM,1200,4,Hollenbeck,487,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913 0408 1813 1243,32,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236.0,,,,1100    ORME                         AV,,34.0282,-118.2147
231507896,04/05/2023 12:00:00 AM,04/05/2023 12:00:00 AM,400,15,N Hollywood,1585,1,310,BURGLARY,0329 1609,0,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310.0,,,,10900    VENTURA                      BL,,34.143,-118.3727
231409964,05/05/2023 12:00:00 AM,05/05/2023 12:00:00 AM,2000,14,Pacific,1494,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,54,M,W,212,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,440.0,,,,300    WORLD                        WY,,33.9455,-118.4001
230110355,04/11/2023 12:00:00 AM,04/11/2023 12:00:00 AM,1000,1,Central,156,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 1822 2004 0400 0411,42,M,B,102,SIDEWALK,207.0,OTHER KNIFE,IC,Invest Cont,230.0,,,,400 E  6TH                          ST,,34.0437,-118.2455
230613985,08/17/2023 12:00:00 AM,08/09/2023 12:00:00 AM,1000,6,Hollywood,639,2,624,BATTERY - SIMPLE ASSAULT,1202 1822 0329 0447 0416 0400,62,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1800 N  NORMANDIE                    AV,,34.1036,-118.3049
230104127,01/03/2023 12:00:00 AM,01/02/2023 12:00:00 AM,1930,1,Central,156,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2004 0917 0319 0421 0913,60,F,B,516,SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,500    WALL                         ST,,34.0449,-118.2458
231305897,02/06/2023 12:00:00 AM,02/05/2023 12:00:00 AM,100,13,Newton,1361,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1300 1822,28,F,H,101,STREET,,,IC,Invest Cont,331.0,,,,5100 S  BROADWAY,,33.9965,-118.2783
231910812,06/23/2023 12:00:00 AM,06/16/2023 12:00:00 AM,1900,19,Mission,1977,1,330,BURGLARY FROM VEHICLE,1609 0344 1822,37,F,H,101,STREET,,,IC,Invest Cont,330.0,,,,13500    OSBORNE                      ST,,34.2378,-118.432
230311766,06/03/2023 12:00:00 AM,06/03/2023 12:00:00 AM,1230,3,Southwest,363,1,330,BURGLARY FROM VEHICLE,0344 0329 0216 1822 1601 1612 1300,34,M,B,108,PARKING LOT,,,IC,Invest Cont,330.0,,,,3600 W  MARTIN LUTHER KING JR        BL,,34.0109,-118.3351
230910164,06/03/2023 12:00:00 AM,06/02/2023 12:00:00 AM,1700,9,Van Nuys,914,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 1501,59,M,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,956.0,,,,14600    GAULT                        ST,,34.1994,-118.451
231212124,05/16/2023 12:00:00 AM,05/16/2023 12:00:00 AM,1540,12,77th Street,1263,2,624,BATTERY - SIMPLE ASSAULT,0913 0400 0360 0444 0408,54,M,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1900 W  84TH                         PL,,33.9618,-118.3112
231412014,06/08/2023 12:00:00 AM,05/31/2023 12:00:00 AM,1700,14,Pacific,1464,1,480,BIKE - STOLEN,0344,42,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480.0,,,,12700    MILLENNIUM                   DR,,33.9754,-118.4178
232012579,07/08/2023 12:00:00 AM,07/05/2023 12:00:00 AM,935,20,Olympic,2025,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0361 0394 0913 0603,25,F,W,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,440.0,,,,400 S  KENMORE                      AV,,34.0672,-118.2985
231608117,05/10/2023 12:00:00 AM,05/08/2023 12:00:00 AM,1700,16,Foothill,1669,1,310,BURGLARY,0344,64,F,O,203,OTHER BUSINESS,,,IC,Invest Cont,310.0,,,,6400    FOOTHILL                     BL,,34.2434,-118.271
231407012,03/14/2023 12:00:00 AM,03/13/2023 12:00:00 AM,1800,14,Pacific,1427,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108,PARKING LOT,,,IC,Invest Cont,420.0,,,,11000    ROSE                         AV,,34.0228,-118.4208
232012406,07/04/2023 12:00:00 AM,07/04/2023 12:00:00 AM,1530,20,Olympic,2063,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 0448 0416 0400 0411 1814 1203 2000,31,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,3000 W  12TH                         PL,,34.0483,-118.3063
232004730,01/21/2023 12:00:00 AM,01/19/2023 12:00:00 AM,100,20,Olympic,2019,1,310,BURGLARY,1607 0358 0314 1822,48,M,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,100 S  VIRGIL                       AV,,34.0735,-118.2868
231308204,03/25/2023 12:00:00 AM,03/25/2023 12:00:00 AM,1,13,Newton,1303,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510.0,,,,10TH                         ST,CENTRAL                      AV,34.0315,-118.2445
232009479,05/05/2023 12:00:00 AM,05/04/2023 12:00:00 AM,2200,20,Olympic,2056,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 0385 1822,61,M,W,602,BANK,,,IC,Invest Cont,420.0,,,,OLYMPIC                      BL,NEW HAMPSHIRE,34.0527,-118.2926
231304618,01/12/2023 12:00:00 AM,01/12/2023 12:00:00 AM,1550,13,Newton,1345,2,437,RESISTING ARREST,0416 1212 2004 1822 0447,0,M,H,726,POLICE FACILITY,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,437.0,998.0,,,3400 S  CENTRAL                      AV,,34.0128,-118.2565
231608522,05/24/2023 12:00:00 AM,05/24/2023 12:00:00 AM,638,16,Foothill,1606,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,31,M,O,710,OTHER PREMISE,,,IC,Invest Cont,956.0,,,,11400    TERRA VISTA                  WY,,34.2825,-118.3803
230207362,03/11/2023 12:00:00 AM,03/06/2023 12:00:00 AM,1037,2,Rampart,241,2,900,VIOLATION OF COURT ORDER,0913 0361 2038,39,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,900.0,,,,300 S  OCCIDENTAL                   BL,,34.0649,-118.2838
232112403,08/02/2023 12:00:00 AM,08/02/2023 12:00:00 AM,1530,21,Topanga,2156,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0352,39,M,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,21700    VICTORY                      BL,,34.1877,-118.6015
231415621,08/11/2023 12:00:00 AM,06/04/2023 12:00:00 AM,1200,14,Pacific,1488,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420.0,,,,9000    BELLANCA                     AV,,33.9551,-118.3805
230404392,01/11/2023 12:00:00 AM,01/01/2023 12:00:00 AM,1025,4,Hollenbeck,487,2,354,THEFT OF IDENTITY,0100,50,F,H,504,OTHER RESIDENCE,,,IC,Invest Cont,354.0,,,,1100 S  FICKETT                      ST,,34.0278,-118.2173
231608839,06/04/2023 12:00:00 AM,06/04/2023 12:00:00 AM,900,16,Foothill,1653,1,210,ROBBERY,0945 0325 0444,0,X,X,402,MARKET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,10100    SAN FERNANDO                 RD,,34.2537,-118.409
